X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
46,41	-4,8984	36,573	4,7157
45,004	-3,2621	36,756	4,26
46,736	-2,1213	34,9	6,0229
43,702	-12,772	34,619	6,0159
45,812	-9,2446	35,723	4,4196
43,296	-10,267	35,443	3,877
45,507	-10,353	33,005	6,8399
41,553	0,79137	36,892	3,2041
43,415	-1,3347	36,876	3,8433
45,147	-0,19132	34,945	5,6063
41,984	1,1678	35,128	4,0827
40,99	-1,6186	36,864	3,0554
39,112	-2,3566	34,214	4,1309
39,559	0,88369	35,134	3,2947
41,041	-11,596	35,031	5,6598
43,251	-11,659	32,523	8,6226
39,563	-13,159	31,871	8,6002
43,15	-8,0339	36,015	4,0635
44,259	-5,373	36,507	4,1503
48,333	-6,2109	34,099	7,5948
45,36	-8,123	33,582	7,0263
45,991	-4,2271	34,618	5,9132
42,381	-6,1083	33,881	5,2258
41,744	-6,4193	36,337	3,6077
42,845	-9,1574	33,352	6,4837
39,866	-7,1427	33,651	4,6833
39,158	-10,658	32,699	6,4613
44,584	-2,5986	34,857	5,4575
40,975	-4,4798	34,121	4,7701
41,421	-1,2395	35,041	3,9339
35,166	-8,2673	-35,962	1,7311
37,391	-11,592	-35,032	3,2592
37,824	-9,2219	-35,729	2,4065
33,736	-10,784	-33,763	3,2291
33,774	-8,3077	-34,637	1,8561
35,729	-9,8753	-33,311	4,257
35,374	-3,1313	-36,767	1,7572
38,21	-4,6374	-36,607	2,5478
38,267	-7,0915	-36,212	2,7953
34,217	-6,1797	-35,127	2,2449
36,172	-7,7473	-33,8	4,6457
35,843	-4,2964	-34,704	2,7039
34,23	-4,7754	-35,803	1,7834
38,297	0,99251	-36,887	2,2903
37,975	-1,631	-36,864	2,1852
34,171	1,1163	-36,012	1,0979
33,736	-0,96921	-35,754	1,3014
35,608	-1,2925	-34,96	2,3412
36,326	1,6127	-35,067	2,1378
33,995	-1,7715	-36,059	1,4208
43,085	-10,952	-35,237	4,7193
45,781	-6,9154	-36,246	4,1468
43,518	-8,5697	-35,891	3,8667
48,555	-8,8724	-32,647	8,5873
44,941	-11,611	-31,903	7,5594
44,325	-6,9586	-33,4	5,8978
46,96	-6,4221	-34,458	6,2136
43,717	0,72653	-36,893	3,9277
45,716	-2,6892	-36,802	4,3502
43,396	-1,8967	-36,851	3,8226
48,49	-0,34905	-34,173	7,439
44,26	-2,7409	-33,965	6,1012
44,399	1,5496	-34,173	5,3003
46,895	-2,2043	-35,023	6,417
41,133	-0,52199	-36,896	3,0809
41,997	-1,3659	-33,938	5,3594
42,136	2,9246	-34,146	4,5586
38,766	-0,18354	-34,93	3,2369
39,484	2,7217	-35,038	3,0335
40,492	-10,445	-35,391	4,3233
41,916	-13,463	-31,327	8,0161
41,299	-8,811	-32,824	6,3544
38,398	-11,08	-32,912	6,1738
43,132	-3,9327	-36,69	3,5034
43,189	-6,3939	-36,342	3,7508
43,995	-4,777	-33,816	5,7819
46,631	-4,2405	-34,874	6,0977
40,869	-5,6105	-36,471	3,2232
41,676	-3,9876	-33,901	5,2543
38,445	-2,8052	-34,893	3,1319
41,732	-6,443	-33,523	5,5018
38,831	-8,7115	-33,611	5,3211
38,502	-5,2606	-34,515	3,3793
35,366	50,081	7,4568	-1,8199
36,882	52,708	4,9197	-1,3717
36,546	52,125	8,7012	-1,4012
37,22	53,292	6,1802	-1,2444
35,697	50,655	5,4028	-1,8242
37,173	53,211	7,424	-1,2319
37,719	50,249	4,142	-1,0353
38,878	53,195	6,1167	-0,72312
37,737	50,422	7,4959	-0,97764
35,199	49,793	-7,372	-1,8953
36,991	52,895	-4,8212	-1,3327
36,522	52,084	-8,6891	-1,4013
36,292	51,685	-4,4895	-1,6117
35,557	50,413	-5,4573	-1,8833
37,238	53,323	-6,1786	-1,2319
37,171	53,209	-7,4212	-1,2291
37,668	49,901	-8,509	-0,93941
38,67	53,062	-7,3879	-0,75129
37,942	50,575	-5,3458	-0,95499
38,087	52,982	-5,5309	-0,96684
38,79	56,011	2,1744	-0,71471
39,504	57,248	2,139	-0,46619
38,2	54,99	3,5467	-0,93906
39,859	57,864	3,2015	-0,50639
39,789	57,742	5,4031	-0,4043
38,538	55,575	4,8072	-0,81176
39,047	56,458	5,5749	-0,62207
40,196	55,478	4,7437	-0,29047
40,834	57,106	2,2625	-0,18177
41,427	57,883	3,9072	-6,7307e-002
38,336	55,226	-3,698	-0,88192
39,887	57,912	-3,4513	-0,47435
39,817	57,79	-5,6529	-0,38877
38,583	55,654	-5,0554	-0,78113
39,155	56,644	-3,0764	-0,59798
39,076	56,507	-5,8332	-0,59303
41,247	57,067	-4,1876	-0,1098
39,432	55,313	-4,4077	-0,5161
41,367	60,476	-12,007	0,2014
40,089	58,262	-12,22	-0,10671
42,529	62,488	-14,577	0,42695
39,96	58,038	-14,643	-6,8412e-002
41,29	60,341	-16,833	0,31124
42,268	57,368	-13,724	0,49578
42,879	60,508	-13,272	0,43059
41,367	60,476	12,007	0,20167
40,089	58,262	12,22	-0,13079
42,529	62,488	14,577	0,43046
39,964	58,045	14,645	-6,4108e-002
41,29	60,342	16,834	0,29148
43,936	59,393	15,292	0,63626
42,17	56,742	12,748	0,52427
34,827	49,148	17,144	-1,6167
37,268	53,377	18,567	-0,81263
34,766	49,042	15,252	-1,7179
36,374	51,826	13,162	-1,2982
37,515	53,804	15,377	-0,78695
35,825	50,877	18,985	-1,3282
34,984	49,419	13,554	-1,7054
37,478	48,721	14,774	-0,67966
39,655	50,813	17,499	0,12461
39,721	52,501	13,481	-0,19857
34,827	49,148	-17,144	-1,601
37,268	53,377	-18,567	-0,7884
34,766	49,042	-15,252	-1,6871
36,35	51,785	-13,15	-1,2846
37,511	53,797	-15,375	-0,79717
35,825	50,877	-18,985	-1,3233
34,984	49,419	-13,554	-1,6975
38,866	50,454	-17,63	-8,4914e-002
37,496	49,603	-12,969	-0,82267
39,82	53,127	-14,457	-0,23298
36,893	49,724	-16,471	-0,85376
41,712	61,073	8,0035	0,20238
40,395	58,791	10,176	-0,10406
42,835	63,018	12,533	0,4572
41,053	59,931	8,4599	1,5628e-002
42,678	62,745	8,5959	0,38269
43,225	59,654	8,692	0,47705
44,242	59,922	13,248	0,663
42,475	57,272	10,704	0,55101
45,623	62,231	9,8711	0,58511
41,712	61,073	-8,004	0,18184
40,395	58,791	-10,176	-0,10477
42,835	63,017	-12,534	0,42888
41,052	59,931	-8,4604	7,9188e-003
42,676	62,743	-8,5994	0,38396
43,392	61,077	-7,7792	0,46521
42,574	57,897	-11,681	0,49772
43,184	61,038	-11,228	0,43252
42,771	59,519	-9,0359	0,3836
39,148	56,632	0,4646	-0,56945
37,953	54,562	-1,2737	-0,99588
37,844	54,374	1,8722	-1,0423
38,771	55,979	-0,65209	-0,71194
37,743	54,198	0,15648	-1,0931
39,84	54,862	3,0692	-0,39373
40,478	56,49	0,58809	-0,28502
39,656	54,245	-0,32927	-0,42981
33,047	46,065	-9,5448e-002	-2,6493
33,82	47,404	-3,3056	-2,4313
33,797	47,363	-1,4941	-2,4429
33,001	45,985	-3,8354	-2,5756
34,236	44,923	-2,9254	-2,6459
33,754	44,509	-0,25764	-2,8406
32,897	44,341	-1,2928	-2,9483
33,972	47,667	3,1557	-2,4413
33,808	47,383	0,70215	-2,5045
32,819	45,669	4,3006	-2,5357
35,994	47,261	1,8949	-1,6524
33,766	44,53	1,9386	-2,9022
34,518	45,246	3,8139	-2,3927
32,909	44,362	0,90342	-3,0099
35,402	50,143	9,5631	-1,7443
34,553	48,674	6,2647	-2,1673
34,012	47,736	9,9555	-2,1515
33,4	46,676	7,4096	-2,2617
34,709	45,383	9,7302	-2,2149
36,592	48,44	8,3578	-1,3208
35,099	46,253	6,9228	-2,1188
33,597	45,372	8,727	-2,4873
35,212	49,814	-9,4662	-1,8051
34,247	48,143	-6,2344	-2,287
33,846	47,448	-9,8707	-2,218
33,428	46,724	-6,7642	-2,4313
33,827	44,701	-8,2974	-2,8755
36,358	47,632	-9,2861	-1,3432
36,632	48,305	-6,1229	-1,3588
34,662	45,662	-5,8541	-2,5016
41,162	60,121	-4,2993	-9,9159e-002
41,092	59,998	-6,5009	-1,358e-002
42,047	61,654	-4,7083	0,28599
42,715	62,811	-6,6398	0,36246
42,522	59,275	-5,0355	0,26539
43,431	61,145	-5,8196	0,44371
42,81	59,587	-7,0764	0,3621
41,162	60,121	4,2993	-0,11248
41,092	59,998	6,5009	-1,039e-002
42,047	61,654	4,7083	0,30371
42,716	62,813	6,6369	0,35668
43,264	59,722	6,733	0,45103
42,73	60,139	5,005	0,3266
44,004	61,68	5,1207	0,48155
37,849	54,383	10,598	-0,88104
38,991	56,36	12,814	-0,36983
39,774	57,717	8,6731	-0,31683
38,476	55,468	9,321	-0,71179
39,033	56,432	8,845	-0,5346
40,181	55,453	8,0137	-0,203
41,946	57,44	8,9052	0,14459
41,197	55,057	10,918	0,21855
37,826	54,341	-10,586	-0,86199
38,987	56,353	-12,812	-0,37459
39,774	57,717	-8,6731	-0,30019
38,475	55,466	-9,3182	-0,6898
39,033	56,433	-8,8534	-0,50445
41,295	55,683	-11,893	0,18961
39,974	55,32	-9,2849	-0,21197
41,493	57,305	-9,2487	7,5489e-002
40,218	58,485	-1,0624	-0,33979
40,218	58,485	1,4916	-0,36112
39,485	57,216	-0,6875	-0,46342
41,192	57,727	0,55269	-3,6502e-002
33,428	46,725	-16,881	-2,03
34,488	48,56	-20,614	-1,6663
33,26	46,434	-20,938	-1,9354
33,395	44,255	-18,594	-2,1072
36,305	43,915	-19,168	-0,6391
35,555	47,407	-18,099	-1,1967
34,569	45,573	-16,943	-1,7232
33,428	46,725	16,881	-2,0638
34,488	48,56	20,614	-1,6741
33,26	46,434	20,938	-1,9412
35,778	46,251	21,689	-0,79231
36,14	46,404	16,403	-1,0256
33,846	44,656	18,89	-1,9199
33,563	45,106	16,892	-2,0301
38,317	48,496	19,127	-0,22135
36,773	52,518	-2,7157	-1,4528
37,719	54,157	-4,4049	-1,073
38,29	55,146	-2,4258	-0,88985
37,262	53,365	-1,6173	-1,271
39,175	53,412	-2,103	-0,60772
38,568	53,815	-3,7571	-0,80796
38,615	55,708	-18,426	-0,32752
36,929	52,788	-22,036	-0,85362
39,945	58,012	-20,617	5,2132e-002
39,97	52,365	-20,681	0,38474
40,654	53,721	-23,887	0,70655
42,389	54,882	-21,78	0,65713
41,125	56,897	-23,267	0,30851
38,619	55,715	18,428	-0,32883
36,929	52,788	22,036	-0,87004
39,945	58,013	20,617	2,6757e-002
39,364	53,892	23,943	0,22905
41,888	55,625	22,321	0,51823
40,354	55,87	23,84	0,27029
40,758	52,724	20,549	0,58273
37,593	53,938	4,505	-1,1394
36,07	51,301	3,7276	-1,7192
37,153	53,177	1,5287	-1,3174
38,092	50,895	2,4667	-0,93024
39,25	53,841	4,4414	-0,61808
39,066	53,225	1,043	-0,65416
40,503	58,979	-4,7557	-0,27308
41,459	60,634	-2,9631	2,6496e-002
39,841	57,832	-2,1791	-0,48228
41,933	58,256	-3,2903	5,8972e-003
41,548	58,343	-0,93894	-5,5367e-002
40,503	58,979	4,7557	-0,29923
41,459	60,634	2,9631	1,4865e-002
41,548	58,343	1,6151	-7,6701e-002
42,141	59,119	3,2598	3,7759e-002
42,757	62,883	17,361	0,54701
43,839	64,757	11,167	0,61149
47,651	64,739	16,398	0,74319
44,892	63,416	18,79	0,73604
46,365	65,108	17,883	0,66315
46,213	66,588	16,583	0,56972
47,341	66,547	15,019	0,57876
45,404	61,934	15,819	0,8918
46,785	64,243	12,442	0,81391
42,757	62,883	-17,36	0,53872
43,838	64,755	-11,17	0,60951
47,531	66,07	-15,003	0,62033
46,263	63,098	-15,842	0,83051
45,43	64,701	-17,317	0,67706
44,346	63,05	-13,799	0,65807
46,	66,061	-16,664	0,61813
46,082	64,904	-13,072	0,72465
33,585	46,996	-13,291	-2,1265
35,494	47,3	-16,208	-1,2828
34,507	45,466	-15,051	-1,8092
33,585	46,996	13,291	-2,1525
36,079	46,298	14,511	-1,1268
33,502	44,999	15,	-2,1313
37,724	54,165	13,023	-0,81435
35,192	49,781	11,2	-1,7328
37,209	53,273	9,5303	-1,1563
37,687	49,082	12,42	-0,70707
37,773	50,484	9,6022	-0,90204
39,93	52,863	11,127	-0,22597
37,696	54,117	-13,009	-0,8237
35,169	49,74	-11,188	-1,724
37,184	53,23	-9,5154	-1,1389
37,681	49,923	-10,603	-0,84919
40,004	53,447	-12,091	-0,2595
38,683	53,084	-9,4821	-0,66108
35,339	50,035	-3,3518	-2,0034
36,563	52,154	-1,2855	-1,55
35,316	49,994	-1,5402	-2,0149
37,501	49,872	-0,34752	-1,1628
37,724	50,198	-3,2403	-1,0751
38,476	52,202	-1,7713	-0,88674
37,869	52,605	-3,4254	-1,087
40,187	58,432	-17,425	4,3357e-002
40,213	52,786	-17,489	0,37596
41,166	55,459	-14,316	0,2279
42,631	55,303	-18,588	0,64835
40,192	58,44	17,428	5,2442e-002
42,135	56,053	19,132	0,54391
42,838	57,491	15,886	0,39722
41,005	53,151	17,36	0,60842
41,071	54,84	13,342	0,28523
39,691	57,573	-7,1375	-0,39175
41,863	58,133	-5,4919	9,1476e-002
40,632	56,459	-7,5691	-9,9275e-002
42,15	58,444	-7,5328	0,18818
39,691	57,572	7,1291	-0,41492
40,839	56,592	6,2978	-8,3314e-002
42,604	58,58	7,1894	0,26428
42,071	58,997	5,4614	0,13985
34,581	48,722	-2,508	-2,2865
33,786	47,344	-4,8494	-2,4193
36,99	48,925	-4,2081	-1,3467
35,02	46,282	-3,9393	-2,4895
37,883	54,441	7,0092	-0,99957
38,44	55,405	6,5332	-0,82238
39,588	54,425	5,7019	-0,49078
37,9	54,47	-7,0049	-0,96946
38,458	55,437	-6,54	-0,78411
39,399	54,323	-6,9716	-0,49163
38,815	54,243	-5,1145	-0,70718
35,968	51,125	2,0118	-1,7699
34,721	48,965	1,7571	-2,2349
33,732	47,251	5,3556	-2,266
36,907	48,843	2,9498	-1,3827
36,924	49,015	6,3038	-1,3251
35,431	46,828	4,8688	-2,1231
34,258	48,162	22,779	-1,6527
36,776	47,979	23,53	-0,50375
37,921	51,392	24,362	-0,28648
39,315	50,224	20,968	6,721e-002
34,258	48,162	-22,779	-1,6576
38,527	49,866	-21,099	-0,15014
36,491	48,048	-24,254	-0,59132
39,211	51,221	-24,306	0,17167
36,553	49,135	-19,94	-0,91898
43,177	63,61	2,6806	0,45684
43,013	63,326	5,3007	0,48402
43,026	60,652	3,6689	0,45395
44,3	62,193	3,7845	0,6089
43,968	61,022	2,9251	0,67977
43,163	63,586	-2,7081	0,42531
43,012	63,324	-5,3037	0,48812
42,818	59,788	-3,6993	0,39105
43,727	61,658	-4,4835	0,56937
43,461	58,35	21,321	0,8995
43,653	61,27	21,046	0,59705
44,165	59,788	18,076	0,75281
43,736	61,52	-21,233	0,60148
42,496	57,762	-16,507	0,60755
45,024	60,952	-18,098	0,7148
43,961	57,606	-20,779	1,028
44,19	62,555	-19,573	0,56135
43,107	60,903	-16,054	0,54236
42,697	59,621	-22,266	0,67939
41,201	56,987	-2,9154	-0,11773
40,815	57,074	-0,564	-0,179
39,993	54,83	-1,4814	-0,32379
39,386	55,233	-3,1355	-0,52403
43,996	65,029	-2,7513e-002	0,4608
43,846	64,769	4,6092	0,50981
45,133	63,636	3,093	0,63468
45,134	64,202	1,2701	0,56458
46,917	65,826	2,2601	0,61727
43,831	64,743	-4,6397	0,50178
44,547	63,077	-3,8195	0,58303
45,12	64,178	-0,74647	0,54275
45,373	63,601	-2,2516	0,59374
46,664	65,19	-2,0844	0,6144
44,229	61,394	7,3254	0,63134
44,969	63,352	5,7131	0,66186
46,628	63,971	8,5046	0,73941
46,877	64,511	-6,958	0,72612
44,395	62,815	-6,415	0,64584
45,221	63,339	-4,8471	0,65655
46,513	64,928	-4,68	0,67721
44,188	62,775	-9,8641	0,61315
45,923	64,63	-9,1377	0,67974
36,297	46,675	12,812	-1,1143
34,5	45,02	11,367	-2,2034
36,383	48,077	9,9946	-1,3093
33,72	45,377	13,302	-2,1188
33,388	45,009	10,364	-2,4758
33,784	44,626	-10,019	-2,7945
36,315	47,557	-11,008	-1,2621
35,711	47,678	-14,509	-1,2932
34,725	45,844	-13,353	-1,8196
33,165	43,857	-20,758	-2,0986
35,264	45,922	-24,578	-0,86044
33,178	44,704	-24,878	-1,8102
33,202	43,667	-22,963	-1,9555
36,076	43,517	-21,333	-0,63046
35,325	47,009	-20,264	-1,1881
33,117	43,865	22,602	-1,9539
33,252	44,019	25,355	-1,8053
35,548	45,853	23,854	-0,77086
33,616	44,258	21,054	-1,8985
35,805	50,841	-0,44175	-1,8331
37,99	50,719	0,75096	-0,98101
38,965	53,049	-0,67279	-0,70493
36,743	48,559	0,49625	-1,4459
36,966	48,884	-2,3966	-1,3583
34,997	46,241	-2,1278	-2,5011
34,515	45,827	0,53996	-2,6958
34,201	44,863	-4,4691	-2,6338
33,28	43,209	6,394	-3,1699
34,278	44,83	6,0137	-2,2175
32,776	43,949	7,8178	-2,586
38,392	55,323	7,777	-0,80988
39,541	54,344	6,9457	-0,47827
38,399	51,57	8,3249	-0,7328
40,557	53,948	9,8495	-5,6726e-002
40,098	55,308	6,4697	-0,30109
38,392	55,322	-7,7826	-0,78136
39,332	54,209	-8,2142	-0,48888
41,122	56,85	-5,6722	-0,11278
39,891	55,176	-7,7493	-0,30353
39,307	55,096	-5,8923	-0,51908
104,	-68,182	-17,563	3,0535
104,	-66,637	-21,798	3,0205
104,	-61,406	-21,808	3,6194
104,	-62,564	-13,583	3,8818
104,	-58,902	-18,493	4,1409
104,	-59,751	-15,283	4,1816
104,	-65,578	-15,005	3,4665
99,653	-60,339	-19,42	3,9282
99,471	-65,678	-19,086	3,3017
100,59	-62,723	-15,332	3,8093
104,	-67,726	21,393	2,9281
104,	-60,588	21,325	3,7635
104,	-67,205	14,834	3,2734
104,	-63,508	13,695	3,7662
104,	-59,877	16,983	4,1061
104,	-64,039	22,432	3,2874
104,	-67,657	17,859	3,1049
98,999	-58,798	15,504	4,2872
99,588	-63,06	20,611	3,5393
99,39	-63,64	13,006	3,7588
99,112	-67,711	17,33	3,1354
104,	-41,532	35,068	4,4714
104,	-49,971	38,337	3,1969
104,	-44,213	31,814	4,6416
104,	-48,728	34,066	3,8279
104,	-44,134	40,642	3,1214
104,	-47,363	40,612	3,0429
104,	-42,015	38,115	3,7003
100,36	-43,908	38,566	3,5922
100,82	-49,559	35,35	3,6405
101,82	-44,611	34,767	4,1925
104,	-42,829	-33,12	4,6362
104,	-43,097	-40,581	3,1524
104,	-49,645	-37,618	3,3214
104,	-46,439	-39,581	3,2538
104,	-48,034	-34,445	3,8562
104,	-41,548	-36,918	4,0107
100,27	-41,458	-34,639	4,6252
99,77	-47,427	-35,252	3,8746
99,591	-42,518	-40,909	3,1593
104,	-58,557	-2,7072	4,6186
104,	-58,796	3,091	4,5882
104,	-62,136	-4,7047	4,1417
104,	-62,426	4,5071	4,1134
104,	-65,756	1,5845	3,7421
104,	-56,865	0,38508	4,838
104,	-65,649	-2,773	3,7384
100,29	-61,023	-2,1142	4,321
99,39	-62,558	3,818	4,106
104,	-48,104	16,027	5,5603
104,	-45,27	10,328	6,1425
104,	-52,114	9,2729	5,308
104,	-45,362	13,644	6,0813
104,	-52,114	13,978	5,1732
104,	-48,725	9,1319	5,72
98,999	-51,035	12,498	5,3543
99,786	-45,654	10,524	5,9162
101,73	-47,378	14,753	5,728
104,	-48,593	-8,4363	5,7521
104,	-52,205	-8,9049	5,2955
104,	-45,503	-10,661	6,1752
104,	-52,122	-15,813	5,0777
104,	-46,155	-14,197	5,9129
104,	-52,971	-12,602	5,1184
104,	-48,834	-16,542	5,4417
98,175	-48,82	-13,498	5,5694
100,71	-50,879	-11,248	5,4024
101,39	-47,151	-11,868	5,8327
104,	-58,609	-40,536	2,2557
104,	-65,905	-46,908	1,1103
104,	-59,361	-45,409	1,6375
104,	-64,305	-38,105	2,0021
104,	-68,426	-42,466	1,2551
104,	-60,141	-37,275	2,4946
99,358	-59,055	-44,784	1,7732
99,095	-63,502	-37,924	2,1368
98,746	-66,286	-44,012	1,3586
104,	-58,848	40,973	2,1845
104,	-65,185	37,844	1,9453
104,	-66,089	46,933	1,0982
104,	-59,818	45,748	1,5744
104,	-68,701	42,36	1,2422
104,	-61,315	38,88	2,2211
99,64	-63,755	43,609	1,5834
104,	-44,029	55,153	1,0778
104,	-51,558	50,198	1,4512
104,	-42,581	51,097	1,437
104,	-44,752	47,729	1,9858
104,	-47,98	47,699	1,9073
104,	-48,835	54,026	1,1491
100,36	-44,526	45,653	2,4567
98,801	-49,773	47,965	1,8427
99,412	-46,392	52,548	1,3691
104,	-43,964	-47,972	1,96
104,	-44,031	-55,149	1,0835
104,	-51,264	-49,881	1,5106
104,	-40,659	-51,39	1,3367
104,	-47,305	-46,972	2,0613
104,	-48,801	-53,98	1,165
99,591	-43,385	-48,299	1,9669
101,14	-41,905	-54,571	1,131
99,358	-50,959	-49,257	1,6463
99,346	-47,569	-55,692	1,0977
104,	-73,945	8,7079	2,6012
104,	-79,795	10,605	1,7957
104,	-73,578	4,6459	2,7226
104,	-82,736	7,3281	1,4843
104,	-82,686	3,382	1,5256
104,	-78,931	1,7117	2,0281
104,	-76,628	9,9277	2,2222
104,	-76,116	2,5734	2,3942
98,42	-76,602	3,1831	2,3367
99,649	-80,268	8,5578	1,7961
100,77	-83,319	4,7119	1,4384
100,21	-75,419	7,1721	2,4442
104,	-51,365	-4,9457	5,494
104,	-44,663	-6,7021	6,3738
104,	-44,142	-3,4884	6,6159
104,	-46,333	-1,3448	6,1598
104,	-49,674	-1,8535	5,7134
101,74	-43,063	-5,3455	6,2136
100,29	-48,257	-2,4176	5,8463
100,71	-50,039	-7,2889	5,601
101,39	-46,312	-7,9088	6,0312
104,	-71,827	-21,604	2,394
104,	-79,141	-17,161	1,6984
104,	-77,669	-21,569	1,707
104,	-70,768	-14,811	2,8399
104,	-76,115	-14,251	2,1716
104,	-73,151	-13,941	2,5621
100,87	-71,744	-13,275	2,7613
98,985	-75,052	-22,991	1,9622
99,728	-76,314	-15,659	2,1243
99,471	-70,867	-18,892	2,6752
104,	-44,171	-28,064	5,1695
104,	-41,69	-26,098	5,6565
104,	-36,532	-28,51	6,3255
104,	-45,783	-31,238	4,6212
104,	-39,296	-33,712	4,7757
104,	-39,068	-27,003	5,9678
104,	-37,576	-31,522	5,4975
101,62	-37,993	-26,736	6,162
100,27	-39,207	-31,432	5,3902
100,62	-43,345	-26,49	5,4366
99,77	-45,175	-32,046	4,6396
104,	-38,674	24,444	6,3717
104,	-37,506	21,169	6,7852
104,	-35,329	19,373	7,58
104,	-34,863	25,053	6,8514
104,	-31,857	24,282	7,6447
102,09	-32,616	21,734	7,249
101,12	-34,242	25,411	6,9801
101,17	-37,02	19,702	6,8795
103,11	-32,408	20,319	7,3908
104,	-74,232	28,718	1,7291
104,	-69,097	28,942	2,2658
104,	-75,138	23,828	1,9019
104,	-67,465	25,45	2,7102
104,	-73,324	21,665	2,2186
104,	-71,084	20,877	2,5277
99,588	-66,486	23,629	2,9621
99,112	-71,137	20,347	2,5582
99,346	-72,099	27,4	2,0816
100,53	-74,981	21,747	2,0216
104,	-33,797	31,936	6,1758
104,	-40,17	29,941	5,3781
104,	-34,342	35,567	4,7922
104,	-37,972	36,242	4,4367
104,	-36,359	30,55	5,8578
101,12	-35,738	30,909	5,9864
100,36	-39,865	36,693	4,3287
101,82	-40,568	32,894	4,9289
104,	-44,693	17,307	6,0021
104,	-45,142	23,188	5,5147
104,	-51,444	17,64	5,094
104,	-43,974	19,913	5,9282
104,	-48,713	22,41	5,1274
99,615	-48,715	22,176	5,1758
101,73	-46,708	18,415	5,6488
104,	-45,283	-24,249	5,4248
104,	-49,376	-29,389	4,3894
104,	-48,	-23,452	5,1338
104,	-50,464	-26,118	4,6233
100,62	-46,938	-24,641	5,2048
99,77	-48,768	-30,196	4,4079
104,	-54,378	27,733	3,9713
104,	-56,166	19,933	4,3643
104,	-60,327	25,382	3,5456
104,	-58,089	29,911	3,377
104,	-53,434	24,703	4,3976
99,615	-53,436	24,468	4,4461
99,588	-59,348	23,561	3,7975
100,82	-55,21	29,017	3,7839
104,	-65,051	-25,848	2,9599
104,	-74,114	-30,034	1,6613
104,	-76,125	-25,804	1,674
104,	-67,943	-29,943	2,3125
99,095	-67,14	-29,763	2,4472
98,985	-73,507	-27,225	1,9292
99,471	-69,323	-23,127	2,6422
104,	-40,075	-20,393	6,4437
104,	-42,84	-19,141	6,092
104,	-45,518	-21,486	5,6208
104,	-40,18	-23,188	6,2231
101,62	-39,105	-22,921	6,4173
101,24	-41,075	-19,111	6,2389
100,62	-44,457	-22,676	5,6918
104,	-30,864	-35,591	5,4262
104,	-33,052	-40,739	3,451
104,	-35,345	-37,629	4,2695
104,	-33,624	-35,439	4,9913
104,	-30,271	-39,635	3,5254
101,62	-31,814	-37,735	4,4473
104,	-57,315	-22,544	4,0804
104,	-62,711	-29,953	2,9115
104,	-58,547	-29,123	3,404
104,	-56,492	-25,939	3,9338
99,653	-58,752	-23,471	3,8677
99,095	-61,908	-29,773	3,0462
99,471	-64,091	-23,137	3,2412
104,	35,714	20,976	-4,9791
104,	36,863	24,846	-4,1037
104,	32,971	23,945	-5,9971
104,	37,1	22,91	-4,0517
101,38	38,461	24,371	-2,6464
101,34	34,539	25,149	-2,7277
101,87	34,366	22,205	-3,6242
104,	35,714	-20,976	-5,1158
104,	36,863	-24,846	-4,1797
104,	32,971	-23,945	-6,1791
104,	37,1	-22,91	-4,1024
101,07	34,24	-25,275	-2,527
102,35	33,707	-21,258	-4,5744
101,49	36,307	-22,644	-3,1856
104,	-36,837	47,553	2,0004
104,	-39,008	44,184	2,5493
104,	-33,259	40,982	3,4836
104,	-36,889	41,657	3,1282
104,	-33,706	47,186	1,8938
104,	-32,432	44,104	2,3381
97,333	-33,546	43,038	2,8756
100,36	-38,782	42,108	3,0201
100,25	-35,315	47,488	1,9891
101,99	-31,821	44,75	2,1258
104,	-56,403	-61,274	0,37924
104,	-47,092	-61,988	0,46586
104,	-49,183	-67,066	0,23072
104,	-57,071	-64,048	0,16165
104,	-51,863	-60,819	0,5473
99,346	-50,631	-62,531	0,48003
101,17	-54,939	-66,579	0,13445
101,07	-56,699	-63,341	0,2504
102,29	-52,437	-68,848	0,12315
104,	-56,403	61,274	0,38079
104,	-47,092	61,988	0,47335
104,	-49,183	67,066	0,22723
104,	-57,071	64,048	0,16734
104,	-51,899	60,861	0,54472
99,723	-55,47	63,369	0,29881
101,16	-53,011	68,573	0,12322
98,974	-49,739	65,478	0,31799
102,42	-55,903	66,723	9,0751e-002
104,	-64,336	-54,71	0,49398
104,	-57,792	-53,21	1,0212
104,	-60,537	-60,538	0,28986
104,	-55,328	-57,309	0,67551
99,358	-57,486	-52,585	1,1569
98,277	-62,252	-56,587	0,52051
102,18	-63,466	-58,647	0,27907
101,07	-60,165	-59,831	0,37861
104,	-64,359	54,708	0,49654
104,	-58,088	53,523	0,97268
104,	-60,537	60,538	0,2932
104,	-55,365	57,351	0,67058
99,64	-62,025	51,385	0,9817
99,723	-58,936	59,859	0,42467
101,52	-63,96	57,81	0,31234
104,	-66,413	10,154	3,5342
104,	-69,743	7,2309	3,1629
104,	-70,563	14,318	2,873
104,	-72,793	12,513	2,6625
99,39	-66,545	9,4644	3,5268
99,112	-70,616	13,789	2,9034
100,21	-71,584	9,7571	2,8844
104,	-80,467	19,167	1,4416
104,	-84,751	11,81	1,119
104,	-78,653	17,004	1,7583
104,	-83,861	17,483	1,0845
104,	-78,643	14,41	1,8569
99,649	-82,283	13,04	1,4308
