X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
30,637	27,092	-19,926	-13,212
31,498	28,104	-18,946	-12,232
30,398	30,269	-16,489	-21,307
31,638	30,178	-16,137	-13,487
30,635	27,888	-18,72	-14,463
31,496	28,899	-17,74	-13,482
30,35	29,217	-16,674	-15,534
30,405	31,573	-13,849	-24,041
30,641	30,113	-14,03	-15,912
31,66	30,923	-14,812	-14,521
30,373	29,963	-15,349	-16,568
30,405	32,608	-11,194	-25,954
30,641	30,685	-12,725	-17,613
31,617	32,58	-11,338	-16,987
31,66	31,496	-13,507	-16,221
30,576	31,393	-11,87	-19,024
30,405	33,421	-8,4635	-27,891
30,641	32,044	-8,2383	-18,101
31,617	33,043	-9,9898	-17,199
30,576	31,855	-10,522	-19,236
30,405	34,006	-5,6746	-28,198
30,641	32,394	-6,8566	-19,825
31,617	33,393	-8,6081	-18,923
32,297	34,405	-7,2976	-17,54
30,399	34,362	-2,7398	-27,406
30,641	32,628	-5,4507	-18,408
30,987	33,55	-3,2947	-19,402
30,383	34,455	0,22043	-27,707
30,966	33,652	-1,7664	-20,027
31,041	33,137	-7,5401e-002	-18,286
30,388	34,321	3,0905	-28,247
30,414	32,911	3,1418	-19,163
31,732	34,205	2,0659	-16,621
31,045	33,132	1,3547	-17,962
30,397	33,938	6,0249	-30,109
30,415	32,783	4,5791	-20,028
31,733	34,077	3,5031	-17,485
31,082	33,826	5,433	-21,266
30,491	33,448	8,7225	-31,339
31,817	33,578	8,282	-18,264
31,089	33,568	6,9273	-22,264
30,936	32,829	7,768	-21,344
30,492	32,765	11,019	-29,086
31,901	33,36	9,4892	-18,497
31,157	32,929	10,093	-22,62
31,02	32,611	8,9753	-21,577
30,388	31,747	13,402	-24,829
30,613	30,929	12,135	-18,744
31,708	31,638	13,53	-16,909
31,075	32,468	11,176	-20,133
30,376	30,475	16,062	-21,918
30,594	30,362	13,432	-16,974
31,689	31,07	14,828	-15,138
30,598	29,324	14,992	-15,857
30,383	28,983	18,632	-19,892
31,697	30,362	16,187	-13,998
31,546	29,046	18,552	-14,043
30,606	28,617	16,352	-14,716
30,588	27,844	18,326	-14,573
30,378	27,321	20,987	-17,639
31,544	28,267	19,762	-13,157
30,586	27,064	19,536	-13,687
30,398	25,428	23,272	-14,183
31,542	27,386	20,905	-11,79
31,538	25,558	22,376	-10,865
30,584	26,183	20,679	-12,32
30,405	23,35	25,365	-10,94
31,559	24,545	23,515	-8,7765
31,693	22,891	24,824	-7,8796
29,622	22,818	24,176	-7,591
30,405	21,176	27,207	-8,2895
31,693	21,842	25,789	-6,7255
29,622	21,769	25,141	-6,4369
30,405	18,857	28,862	-5,9318
32,392	19,256	28,763	-3,9989
31,693	20,717	26,664	-5,229
30,908	18,126	28,348	-4,5845
29,69	18,975	27,047	-4,6227
30,405	16,409	30,321	-3,9814
32,392	18,063	29,543	-3,1377
30,908	16,932	29,127	-3,7233
30,399	13,752	31,608	-2,307
31,683	14,483	31,051	-1,9771
30,908	15,679	29,806	-2,634
29,788	13,677	29,862	-1,9002
30,382	10,986	32,656	-1,2649
31,662	13,074	31,642	-1,3919
29,767	12,269	30,453	-1,3151
30,868	11,022	31,214	-0,9213
32,116	11,56	32,608	-0,85161
31,314	12,917	32,856	-1,8328
30,387	8,2267	33,463	-0,43398
31,539	8,6137	33,011	-0,25508
30,872	9,6674	31,674	-0,46434
32,121	10,205	33,068	-0,39465
30,54	8,8135	32,449	-0,42679
31,513	9,1706	33,699	-0,55783
30,39	5,4048	34,035	0,14625
31,54	7,2117	33,356	0,11893
29,469	5,6284	32,037	-2,936e-003
31,219	4,9557	33,626	0,38425
30,541	7,4115	32,794	-5,278e-002
30,485	2,6972	34,455	0,39574
29,47	4,2111	32,263	0,20328
31,22	3,5383	33,853	0,59047
30,492	0,22642	34,568	0,56406
31,625	0,73377	34,429	0,85426
31,311	2,2473	34,055	0,63374
31,041	-4,9136e-002	33,444	0,8281
30,388	-2,3558	34,379	0,90011
31,542	-0,43752	34,344	0,9793
30,958	-1,2204	33,359	0,95313
30,364	-5,2017	34,042	1,3736
31,578	-4,53	33,889	1,7265
29,737	-3,9176	32,581	0,46031
30,939	-2,6316	33,244	1,1641
30,37	-8,1197	33,472	2,1913
31,573	-5,9626	33,666	1,989
29,732	-5,3502	32,358	0,72277
30,771	-7,1453	33,474	2,0069
30,379	-10,971	32,658	4,2233
31,508	-10,125	32,703	3,8974
31,131	-8,7172	31,014	3,1075
31,188	-9,7053	33,738	2,7607
30,782	-8,628	33,125	2,5621
30,398	-13,751	31,609	7,9426
31,506	-11,492	32,241	5,3741
29,779	-11,908	30,084	3,1373
30,913	-12,807	30,761	5,8051
30,405	-16,409	30,321	10,837
31,616	-15,635	30,636	10,155
30,63	-15,693	28,848	6,6306
30,934	-14,217	30,17	8,0476
30,405	-18,857	28,862	11,025
31,712	-18,626	29,018	9,9569
31,616	-16,889	29,957	10,807
30,63	-16,947	28,169	7,2823
30,129	-18,031	28,236	6,3437
30,405	-21,176	27,207	10,474
31,712	-19,819	28,238	9,4929
30,351	-20,38	26,075	5,9335
30,129	-19,224	27,457	5,8797
31,949	-20,197	26,663	8,5643
30,405	-23,35	25,365	10,072
30,351	-21,505	25,2	5,8469
32,286	-23,41	26,438	9,1645
31,078	-22,937	25,628	9,5121
31,949	-21,322	25,787	8,4776
30,398	-25,427	23,274	9,5021
31,624	-24,736	23,489	8,4076
30,351	-22,553	24,234	5,5322
30,421	-24,129	22,097	5,5505
31,078	-23,986	24,663	9,1975
30,382	-27,314	21,	8,6461
31,603	-25,749	22,352	8,1519
30,4	-25,141	20,96	5,2948
30,94	-26,489	21,17	7,8003
30,387	-28,975	18,651	8,8417
31,727	-28,319	19,281	7,1825
30,404	-26,017	19,827	4,6946
30,824	-28,397	17,832	6,4991
31,358	-26,819	17,902	6,1044
30,944	-27,365	20,038	7,2001
30,378	-30,466	16,082	9,0931
31,728	-29,102	18,066	7,9782
30,825	-29,18	16,617	7,2948
30,384	-31,743	13,401	8,5315
31,979	-31,063	14,052	7,3046
29,908	-30,203	13,047	3,9795
30,815	-29,884	15,263	6,7506
30,488	-32,781	10,957	9,5587
31,995	-31,639	12,728	7,2872
31,571	-32,504	10,244	7,4174
29,924	-30,779	11,723	3,9621
30,494	-33,486	8,5925	9,7164
31,656	-32,977	9,1279	8,4621
30,401	-33,955	5,9482	8,2729
31,706	-33,897	5,6604	7,7046
31,577	-33,204	7,8862	7,5751
30,452	-32,433	6,1894	5,3349
30,386	-34,317	3,1097	7,5059
31,694	-34,131	4,2553	7,148
30,44	-32,667	4,7843	4,7783
30,38	-34,452	0,23446	7,3758
30,644	-33,04	1,0333	5,5287
31,691	-34,258	2,8239	6,9375
30,437	-32,794	3,3529	4,5679
31,089	-34,545	1,1227	7,4157
30,399	-34,362	-2,7385	8,0609
30,641	-33,048	-0,40807	5,6091
31,581	-34,319	-1,6123	6,7407
30,519	-32,967	-2,6856	5,4875
31,087	-34,552	-0,3187	7,496
30,405	-34,006	-5,6746	8,516
31,823	-33,942	-5,6619	7,3518
31,602	-34,217	-3,1419	7,3455
30,54	-32,866	-4,2152	6,0923
30,405	-33,421	-8,4635	8,3808
31,823	-33,708	-7,0678	7,2022
30,54	-32,631	-5,6211	5,9427
31,09	-32,827	-8,1176	7,1876
30,405	-32,608	-11,194	8,3408
31,09	-32,477	-9,4993	7,2019
30,405	-31,573	-13,849	9,0606
30,577	-30,829	-12,815	6,37
31,683	-32,14	-12,541	7,5501
31,09	-32,014	-10,847	7,1476
30,398	-30,271	-16,488	8,7238
30,577	-30,257	-14,12	7,1442
31,683	-31,567	-13,846	8,3242
31,342	-30,24	-15,462	8,3725
30,381	-28,735	-19,008	8,8171
31,753	-28,884	-18,204	6,7624
30,43	-27,48	-18,296	5,1242
31,32	-29,496	-16,785	7,2615
29,084	-28,002	-17,099	1,7005
30,386	-27,052	-21,343	9,8666
31,758	-28,097	-19,401	7,9666
30,434	-26,694	-19,494	6,3285
31,994	-26,976	-21,171	8,4447
30,377	-25,108	-23,587	9,7399
30,593	-24,621	-22,235	6,7055
30,435	-25,799	-20,629	6,1738
31,994	-26,081	-22,307	8,29
31,138	-25,478	-23,425	9,4802
30,384	-22,99	-25,664	10,052
31,775	-23,066	-25,504	8,6576
30,583	-23,572	-23,338	6,7335
30,41	-21,907	-24,747	5,996
31,128	-24,429	-24,528	9,5082
30,489	-21,015	-27,442	11,05
31,791	-22,001	-26,48	8,9416
30,427	-20,842	-25,723	6,28
30,492	-19,072	-28,83	11,566
31,877	-21,098	-27,291	9,6561
31,73	-19,034	-28,819	10,109
30,512	-19,939	-26,534	6,9946
30,55	-18,327	-27,547	7,1306
30,387	-16,799	-30,087	11,122
31,648	-18,001	-29,392	9,9097
30,467	-17,294	-28,12	6,9317
30,375	-14,167	-31,4	8,9334
31,628	-16,755	-30,067	9,6643
31,668	-15,074	-30,425	9,7281
30,448	-16,048	-28,794	6,6864
30,767	-13,641	-30,249	7,497
30,381	-11,415	-32,507	5,3349
31,566	-11,976	-32,06	6,0195
31,676	-13,686	-31,059	7,7849
30,775	-12,253	-30,883	5,5538
30,377	-8,6531	-33,345	2,8131
31,564	-10,616	-32,535	4,3642
30,858	-8,723	-32,093	2,8864
30,772	-10,894	-31,358	3,8985
30,397	-5,7625	-33,984	1,5113
31,6	-6,7402	-33,771	2,1388
30,855	-7,3232	-32,454	2,0199
30,405	-2,847	-34,359	0,95346
31,622	-5,2504	-34,046	1,7035
31,376	-3,0439	-34,417	1,1484
30,878	-5,8335	-32,729	1,5847
30,767	-3,6511	-32,988	1,064
31,635	-3,8462	-34,722	1,2545
31,376	-1,6234	-34,535	1,0258
30,755	-0,34955	-33,689	0,74873
30,767	-2,2307	-33,106	0,94137
83,388	50,532	-27,393	3,2068
83,388	47,5	-27,56	5,0308
84,623	48,26	-27,331	3,2434
83,893	49,645	-26,532	1,8449
83,388	53,527	-26,893	2,6184
84,473	52,856	-27,035	1,575
83,964	52,736	-25,4	0,57553
83,893	51,155	-26,364	1,5063
83,388	56,338	-26,105	2,6355
84,473	54,338	-26,702	1,3251
83,964	54,219	-25,068	0,32563
84,098	55,804	-25,925	0,88908
83,369	59,034	-25,01	3,1248
84,651	58,382	-25,177	1,1701
83,624	58,408	-23,934	0,27953
84,077	57,126	-25,456	1,1562
83,369	61,687	-23,607	3,7337
84,652	59,751	-24,547	1,3923
84,263	61,628	-23,859	1,9238
83,626	59,777	-23,304	0,50176
83,37	64,171	-21,924	3,3713
84,262	62,908	-23,088	2,3105
83,625	61,058	-22,534	0,88843
84,172	63,9	-22,437	2,5842
83,489	63,4	-21,564	2,1169
83,39	66,603	-19,868	1,6835
85,272	65,778	-20,25	1,342
83,612	65,053	-19,415	1,0671
84,474	66,301	-20,788	1,3934
84,174	65,1	-21,526	1,8351
83,491	64,599	-20,653	1,3678
83,388	68,774	-17,521	0,29353
85,291	67,001	-19,1	0,40332
84,628	68,24	-17,782	0,44254
83,631	66,276	-18,265	0,12835
84,493	67,524	-19,638	0,45472
84,625	67,258	-17,232	0,45417
83,606	69,444	-14,461	-8,318e-002
84,628	69,206	-16,61	-8,7595e-003
84,341	70,301	-15,882	-2,6084e-003
84,625	68,224	-16,059	2,8681e-003
83,38	72,278	-12,049	-0,25199
83,594	70,419	-12,909	-0,12029
84,741	71,808	-12,569	4,0365e-002
84,33	71,276	-14,331	-3,9713e-002
84,549	72,173	-13,711	1,8586e-003
83,369	73,371	-9,4463	-0,21218
83,617	71,819	-9,0687	8,5492e-002
83,588	70,994	-11,714	-0,14028
84,735	72,383	-11,373	2,0366e-002
84,448	73,415	-10,426	-3,0323e-002
83,387	74,24	-6,6664	-0,10967
83,612	72,328	-7,6617	0,1453
84,727	73,779	-7,5832	8,2922e-002
84,443	73,924	-9,0185	2,9481e-002
83,076	73,278	-6,6429	7,6032e-002
83,388	74,799	-3,7855	-1,8773e-003
84,75	74,142	-6,2141	0,12563
83,099	73,642	-5,2739	0,11874
84,129	74,517	-4,7102	0,10655
83,388	75,05	-0,7594	8,2504e-002
83,556	73,268	-2,1026	0,32944
84,522	75,103	-1,7067	0,15656
84,129	74,726	-3,2053	0,17163
83,388	74,966	2,2759	8,5984e-002
83,556	73,31	-0,58379	0,34874
84,522	75,145	-0,18794	0,17587
83,768	73,648	1,3315	0,28969
84,411	75,505	1,5276	0,14141
83,388	74,549	5,2836	2,2042e-002
84,463	74,7	4,4834	0,15526
83,768	73,523	2,8457	0,27386
84,411	75,379	3,0418	0,12559
83,388	73,804	8,2271	-9,6853e-002
83,731	72,578	6,7043	0,22934
84,463	74,409	5,9745	0,10714
84,213	73,719	7,638	9,2907e-002
83,39	72,792	10,953	-0,2108
83,635	71,634	10,416	-2,1369e-002
84,766	73,025	10,234	6,0599e-002
84,213	73,266	9,0881	2,2131e-002
83,372	71,487	13,541	-0,31851
83,616	71,065	11,683	-6,4542e-002
84,746	72,456	11,501	1,7426e-002
84,674	71,985	13,083	1,0324e-002
83,372	69,868	16,074	-0,3499
83,617	70,324	12,997	-0,12908
84,79	70,032	15,19	-6,524e-002
84,675	71,244	14,398	-5,4209e-002
82,715	69,028	14,539	-0,20193
83,39	67,885	18,551	-5,989e-002
84,789	69,158	16,406	-3,2099e-002
84,8	69,115	17,499	-5,0929e-002
83,761	67,608	17,447	-0,32088
82,714	68,154	15,754	-0,16879
84,454	68,389	18,246	-4,6856e-002
83,388	65,6	20,783	0,545
84,42	65,788	20,177	9,8392e-002
83,78	66,494	18,699	-6,401e-002
84,473	67,275	19,498	0,21001
83,554	63,457	20,502	0,22301
84,42	64,642	21,175	0,44641
83,558	63,172	21,829	0,25542
83,38	60,222	24,44	3,1685
84,439	61,468	23,972	1,7032
83,672	59,753	23,158	0,76555
83,547	61,646	22,848	1,2571
83,37	57,647	25,606	3,4391
84,579	58,837	25,174	1,8274
84,434	60,288	24,581	1,9752
83,666	58,572	23,766	1,0376
83,387	54,896	26,549	3,3837
84,557	55,452	26,138	1,8875
84,574	57,442	25,722	1,826
83,661	57,178	24,314	1,0361
82,686	55,496	24,839	-2,7255
83,388	52,036	27,184	3,3615
84,578	54,098	26,537	1,8336
82,708	54,142	25,238	-2,7795
84,016	52,48	25,728	1,215
83,388	49,018	27,518	4,1175
84,818	49,592	27,43	2,8159
84,016	50,982	25,978	1,2468
83,388	45,982	27,518	6,5236
84,818	48,075	27,514	3,5401
84,422	46,892	26,538	3,2322
83,481	47,511	25,853	1,4118
83,388	42,964	27,184	9,1788
83,767	43,903	26,041	4,8613
84,422	45,375	26,455	4,9141
83,388	40,001	26,52	11,363
84,698	40,887	26,499	8,6873
83,767	42,405	25,791	5,8345
83,528	41,221	26,115	7,2481
83,389	37,245	25,582	14,405
83,916	38,152	25,75	11,932
83,528	39,759	25,701	8,459
83,371	34,62	24,346	16,722
84,903	35,179	24,094	13,069
83,29	35,519	24,	11,563
83,896	36,866	25,214	13,764
83,371	32,044	22,799	18,698
83,607	33,402	22,046	12,758
84,904	33,845	23,39	13,554
83,291	34,185	23,296	12,048
83,39	29,516	20,886	23,255
84,793	30,549	21,287	15,96
83,606	32,164	21,206	14,249
84,903	32,607	22,549	15,046
83,388	27,223	18,666	25,475
84,813	29,269	20,209	19,024
83,926	28,508	18,738	19,943
84,105	26,059	16,619	21,516
83,926	27,479	17,62	19,099
82,959	27,852	15,909	16,706
83,381	23,417	13,386	33,169
84,094	24,997	15,119	25,378
85,028	22,736	14,496	23,87
83,697	24,479	13,407	25,014
83,371	22,179	10,842	33,554
83,45	23,568	10,537	23,819
85,022	22,095	13,331	24,685
84,699	22,41	10,793	24,829
83,691	23,838	12,243	25,828
83,388	21,163	8,1196	33,673
83,446	22,981	9,157	23,39
84,695	21,824	9,4126	24,4
83,388	20,451	5,2836	34,46
83,467	22,548	7,8195	23,938
84,853	20,902	5,9072	22,099
84,716	21,39	8,075	24,948
83,738	22,709	5,489	23,968
83,388	20,034	2,2759	35,424
83,627	21,504	1,5873	25,435
84,853	20,611	4,416	22,337
84,625	20,341	2,3326	24,969
83,738	22,417	3,9979	24,206
83,388	19,95	-0,7594	37,006
83,627	21,378	7,3177e-002	26,161
84,625	20,216	0,81848	25,695
83,388	20,201	-3,7855	37,103
83,627	21,42	-1,4456	27,017
84,773	20,378	-2,9499	25,779
84,625	20,258	-0,70029	26,551
83,715	20,817	-3,1888	30,413
83,388	20,783	-6,7656	35,761
84,773	20,587	-4,4548	25,021
83,679	21,312	-5,9424	29,223
83,715	21,025	-4,6938	29,654
83,389	21,647	-9,5502	34,117
84,843	21,69	-8,7027	24,031
83,615	22,837	-8,8322	25,204
83,679	21,685	-7,4153	28,64
83,37	22,812	-12,211	32,396
84,822	22,193	-10,007	22,97
83,595	23,339	-10,136	24,143
84,11	23,476	-12,071	25,414
83,37	24,288	-14,827	29,373
84,112	24,143	-13,423	24,754
83,389	26,128	-17,403	26,102
84,782	26,057	-16,285	19,866
82,421	26,02	-14,492	16,858
84,111	24,949	-14,683	22,391
83,388	28,282	-19,755	22,582
83,802	28,883	-18,108	17,965
84,802	27,097	-17,593	18,958
84,406	28,658	-19,703	19,217
83,404	30,658	-21,835	18,498
83,802	29,972	-19,168	15,354
84,406	29,747	-20,763	16,606
83,634	31,321	-20,229	14,044
84,123	33,006	-22,761	13,803
84,401	31,048	-21,76	15,133
83,63	32,622	-21,226	12,571
83,379	36,133	-25,097	12,91
84,116	34,48	-23,628	11,953
84,071	36,653	-24,697	10,8
83,28	36,238	-23,384	8,6729
83,368	38,761	-26,118	11,484
84,064	37,863	-25,238	10,383
83,273	37,448	-23,925	8,2558
83,386	41,567	-26,912	9,3097
84,985	41,093	-26,365	7,985
84,059	39,281	-25,708	9,3742
83,329	40,863	-25,482	6,2289
83,388	44,468	-27,393	7,3304
85,008	42,477	-26,693	6,8199
82,744	44,19	-25,714	1,7378
83,352	42,247	-25,81	5,0639
84,038	43,415	-27,095	6,7935
84,623	46,74	-27,331	4,7288
82,744	45,7	-25,881	0,92359
84,038	44,925	-27,262	5,9793
51,612	50,532	-27,393	3,754
51,612	47,5	-27,56	5,1361
50,39	49,717	-27,257	2,9903
49,701	48,809	-26,689	3,2513
51,641	48,893	-26,319	1,42
50,413	48,998	-28,089	3,625
51,612	53,527	-26,893	2,8469
50,39	51,228	-27,09	2,6
51,378	52,408	-26,06	1,3915
51,641	50,403	-26,152	1,0297
50,45	52,982	-27,383	2,1225
51,612	56,338	-26,105	2,517
50,432	55,52	-26,232	1,2851
51,378	53,891	-25,727	0,87477
50,45	54,464	-27,051	1,6057
51,631	59,034	-25,01	2,5551
50,453	56,841	-25,763	1,472
50,343	58,317	-25,564	1,4815
51,263	58,098	-23,54	1,2312
51,631	61,687	-23,607	2,6633
50,342	59,686	-24,934	1,3327
51,261	59,468	-22,911	1,0824
50,19	60,4	-23,932	1,1901
51,63	64,171	-21,924	1,847
50,804	63,068	-22,076	1,5546
50,105	62,676	-23,605	1,5754
50,191	61,68	-23,162	1,447
51,61	66,603	-19,868	0,50895
51,555	64,479	-19,822	0,3815
50,667	65,694	-20,56	0,57441
50,803	64,267	-21,165	0,4815
51,612	68,774	-17,521	0,11033
51,536	65,701	-18,671	0,1165
50,648	66,916	-19,409	0,30941
51,329	67,451	-16,79	0,19364
50,12	68,575	-17,553	0,29382
50,169	68,506	-18,578	0,26444
49,797	67,442	-18,451	0,27848
51,329	68,417	-15,617	6,0022e-002
50,12	69,541	-16,381	0,16021
50,445	70,816	-15,223	0,13997
51,282	69,829	-15,133	2,9958e-002
51,62	72,278	-12,049	-7,5622e-002
50,711	70,882	-12,298	0,16042
50,457	71,791	-13,672	0,1126
51,293	70,804	-13,581	2,5883e-003
51,631	73,371	-9,4463	-5,8957e-002
50,717	71,458	-11,102	0,16282
51,08	71,906	-8,9919	0,21429
50,841	73,333	-10,446	6,8271e-002
51,613	74,24	-6,6664	-1,7202e-002
51,084	72,415	-7,5849	0,22856
50,348	73,816	-8,0554	0,13187
50,846	73,842	-9,0386	8,2538e-002
51,612	74,799	-3,7855	2,8527e-002
51,062	72,778	-6,2158	0,25605
51,052	73,126	-3,7793	0,25945
50,417	74,429	-4,9512	0,14258
50,326	74,18	-6,6863	0,15936
51,612	75,05	-0,7594	6,1506e-002
51,052	73,334	-2,2743	0,27769
50,417	74,638	-3,4462	0,16082
50,388	74,804	-1,5039	0,15336
51,612	74,966	2,2759	6,7519e-002
50,903	73,763	1,5481	0,22399
50,388	74,846	1,4907e-002	0,1681
50,431	75,495	1,5176	0,11767
51,612	74,549	5,2836	2,4839e-002
50,903	73,637	3,0622	0,21527
50,391	74,486	4,4349	0,17739
50,431	75,37	3,0318	0,10894
51,612	73,804	8,2271	-3,94e-002
50,982	72,677	6,8822	0,2415
50,391	74,194	5,9261	0,14343
50,763	74,014	7,5433	0,11375
51,61	72,792	10,953	-9,1369e-002
51,506	71,565	10,46	9,8324e-002
50,982	72,223	8,3323	0,21121
50,317	72,942	10,145	0,14166
50,763	73,56	8,9933	8,3466e-002
51,628	71,487	13,541	-0,12192
51,525	70,996	11,727	7,664e-002
50,267	71,627	13,44	0,11766
50,337	72,373	11,412	0,11997
51,628	69,868	16,074	-7,6483e-002
51,524	70,255	13,042	6,7773e-002
50,266	70,886	14,755	0,10879
51,156	69,387	14,884	-8,8671e-004
51,61	67,885	18,551	6,9025e-002
51,468	66,705	17,479	-2,2841e-002
50,029	68,553	17,664	0,149
50,267	70,012	15,97	0,16309
51,157	68,513	16,099	5,3417e-002
50,34	70,012	17,624	0,12197
51,612	65,6	20,783	0,32286
51,449	65,59	18,731	6,8364e-002
50,162	65,959	20,215	0,22326
50,01	67,439	18,916	0,2402
51,449	64,444	19,728	0,231
51,03	63,057	21,892	0,29662
50,162	64,813	21,213	0,38589
50,175	63,932	22,521	0,49273
51,62	60,222	24,44	2,2539
51,042	61,531	22,911	0,82566
50,412	60,945	24,112	1,171
51,386	60,259	23,718	0,78373
51,63	57,647	25,606	2,7792
51,118	58,135	24,052	1,5121
50,773	59,167	25,39	2,0829
51,392	59,079	24,327	1,4941
51,613	54,896	26,549	2,8748
50,508	56,373	26,146	1,7597
51,123	56,741	24,6	1,327
50,777	57,773	25,938	1,8979
51,389	55,465	25,509	1,2277
51,612	52,036	27,184	3,2243
50,453	52,808	26,807	2,13
50,486	55,019	26,545	2,0403
51,367	54,112	25,908	1,5083
51,612	49,018	27,518	4,1276
50,336	49,399	27,749	3,2444
50,453	51,31	27,057	2,1989
50,714	49,665	26,261	2,505
51,612	45,982	27,518	6,2212
50,336	47,882	27,833	4,0788
50,714	48,148	26,345	3,3394
51,137	46,914	26,851	3,8524
51,612	42,964	27,184	8,5352
50,054	44,384	27,505	6,3328
51,376	43,902	26,494	5,5295
51,137	45,397	26,768	5,1116
51,612	40,001	26,52	11,311
50,071	40,731	27,343	8,8883
51,376	42,403	26,244	6,5844
51,294	40,512	25,168	6,8065
51,611	37,245	25,582	13,847
50,071	39,269	26,929	10,609
51,294	39,05	24,755	8,5272
50,246	37,589	25,113	10,76
51,629	34,62	24,346	16,306
51,546	35,818	23,62	10,365
51,314	37,764	24,219	9,3427
50,265	36,303	24,577	11,576
51,629	32,044	22,799	20,386
51,545	34,484	22,915	12,008
51,588	32,823	21,625	12,097
50,264	34,969	23,872	13,219
50,493	33,136	23,093	14,6
51,61	29,516	20,886	25,328
50,4	30,424	21,308	17,77
51,589	31,585	20,784	14,535
50,494	31,898	22,252	17,038
51,612	27,223	18,666	27,905
50,38	29,143	20,23	20,274
51,57	30,305	19,707	17,039
51,049	28,541	18,723	20,952
50,916	25,984	16,291	23,029
51,049	27,512	17,605	21,025
51,619	23,417	13,386	29,582
50,927	24,922	14,792	24,102
50,364	23,462	13,192	23,048
51,246	24,558	13,16	23,316
51,629	22,179	10,842	31,657
50,369	22,82	12,028	22,507
51,436	23,385	10,44	22,172
51,251	23,917	11,996	22,775
51,612	21,163	8,1196	33,235
50,218	21,211	7,9512	24,15
50,374	22,234	10,648	25,123
51,441	22,798	9,0595	24,788
51,612	20,451	5,2836	34,697
50,197	20,777	6,6137	23,112
51,42	22,365	7,722	23,75
51,563	21,606	5,8906	24,501
51,612	20,034	2,2759	35,928
50,197	20,486	5,1226	25,612
50,285	18,982	3,4131	28,447
51,563	21,315	4,3994	27,001
51,021	20,358	2,6715	30,007
51,612	19,95	-0,7594	33,78
51,246	21,345	1,3172	25,728
50,451	20,41	4,0537e-002	26,186
51,021	20,233	1,1573	28,737
51,612	20,201	-3,7855	33,419
50,346	20,413	-3,709	24,257
52,929	21,765	-1,6474	19,168
51,513	21,644	-3,5049	23,388
50,451	20,452	-1,4782	25,307
50,404	18,812	-1,8878	26,965
51,612	20,783	-6,7656	32,581
50,346	20,622	-5,2139	24,775
51,513	21,852	-5,0099	23,906
51,611	21,647	-9,5502	31,119
50,284	22,048	-9,2936	22,382
50,346	20,995	-6,6868	23,419
51,513	22,225	-6,4827	22,55
51,5	22,809	-8,9068	22,376
50,589	22,414	-7,7331	23,557
51,63	22,812	-12,211	28,961
50,305	22,551	-10,597	22,275
51,52	23,312	-10,211	22,27
51,63	24,288	-14,827	26,973
50,303	23,218	-11,95	20,223
51,432	24,99	-13,545	20,484
51,518	23,979	-11,563	20,218
51,611	26,128	-17,403	26,227
51,433	25,796	-14,805	20,549
50,101	26,158	-16,055	18,696
51,612	28,282	-19,755	23,964
51,267	28,833	-18,367	18,006
50,081	27,198	-17,362	17,884
50,625	27,901	-19,137	19,926
51,596	30,658	-21,835	21,11
51,267	29,922	-19,427	16,556
50,353	30,28	-21,097	17,141
50,625	28,99	-20,196	18,475
51,079	32,97	-22,614	15,524
50,358	31,581	-22,094	15,737
51,621	36,133	-25,097	14,051
51,086	34,444	-23,481	13,443
50,59	36,373	-24,639	11,718
52,295	36,058	-23,292	8,0755
51,632	38,761	-26,118	11,423
51,538	39,117	-24,63	7,5485
50,597	37,583	-25,18	10,226
52,301	37,267	-23,834	6,5841
51,614	41,567	-26,912	9,1563
51,543	40,536	-25,099	6,4117
50,602	39,002	-25,65	9,0895
50,744	40,647	-26,526	8,7648
51,612	44,468	-27,393	7,0773
50,353	43,774	-27,075	6,4351
51,52	41,92	-25,427	5,2821
52,382	44,045	-26,039	2,0772
50,721	42,031	-26,854	7,6352
50,353	45,284	-27,242	5,4857
49,701	47,29	-26,689	4,2431
51,641	47,374	-26,319	2,4118
52,382	45,555	-26,206	1,1278
121,76	19,812	-27,508	0,12419
117,99	18,278	-28,55	-2,7819e-002
121,07	21,696	-26,048	3,9215e-002
116,9	20,566	-26,949	-0,16268
118,83	21,703	-26,042	9,3323e-002
119,73	18,806	-26,934	1,4929
120,65	18,827	-26,233	-1,1726
118,34	19,251	-25,101	-0,29012
118,79	18,265	-26,332	-0,53758
119,79	19,573	-25,745	0,40403
120,48	19,494	27,734	-0,47228
117,93	18,362	28,497	-0,34653
117,3	21,057	26,567	-0,21287
120,09	21,244	26,418	-5,654e-002
119,59	18,507	27,151	1,2723
118,19	18,421	26,157	-0,56392
119,57	19,391	26,445	0,3327
124,48	18,55	-28,374	-8,7008e-002
127,04	18,812	-28,201	-0,14524
126,87	20,911	-26,682	-4,1676e-002
123,42	21,673	-26,067	-0,1452
125,87	22,036	-25,761	-2,8875e-002
123,3	18,266	-27,263	-0,61952
123,	18,803	-26,25	-1,3571
124,38	19,619	-24,471	-0,51057
124,77	18,136	-26,645	-0,25937
124,37	19,926	27,426	-0,40279
121,52	21,545	26,173	-0,52669
123,93	21,707	26,038	-0,4887
121,03	18,825	26,927	0,80212
121,84	18,856	26,723	-1,9087
122,48	19,859	25,713	-1,0467
122,81	18,418	26,394	-0,71112
121,	19,708	26,221	-0,13744
120,24	13,231	-31,211	-0,37436
